title,price,rating,product_url,image url
Men Slim Fit Printed Spread Collar Casual Shirt,₹860,3.8,https://www.flipkart.com/mufti-men-printed-casual-white-shirt/p/itm61ecc69a36f69?pid=SHTGBAHU9H3HJTRX&lid=LSTSHTGBAHU9H3HJTRX1RRGBN&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_21&otracker=browse&fm=organic&iid=en_faGXPB_O1njAlwdrmAgmHTXFyKaCyOre3RUckXHVk78jNUYyCwvaJOH_ZMRcVMl6CdH0yajzrJjpLbhM3pNKPg%3D%3D&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/kz7bcsw0/shirt/v/j/7/5xl-white-mufti-original-imagb9knk8zfbftj.jpeg?q=70
Men Regular Fit Checkered Spread Collar Casual Shirt,"₹1,377",4,https://www.flipkart.com/u-s-polo-assn-men-checkered-casual-multicolor-shirt/p/itm81842162c512f?pid=SHTGHQX3UYRPGWT6&lid=LSTSHTGHQX3UYRPGWT6DWFEJG&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_22&otracker=browse&fm=organic&iid=en_faGXPB_O1njAlwdrmAgmHTXFyKaCyOre3RUckXHVk7_IW3IgTsb327w3DECxa5UYK-owpBuf1nN_JiWEp7RDEQ%3D%3D&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/p/b/t/-original-imagrcb7ys2gxwhm.jpeg?q=70
Men Slim Fit Striped Spread Collar Casual Shirt,₹399,3.9,https://www.flipkart.com/u-turn-men-striped-casual-light-green-white-shirt/p/itm8d24d935a063b?pid=SHTGN54ZRGEFHDGW&lid=LSTSHTGN54ZRGEFHDGWEDRBKO&marketplace=FLIPKART&store=clo%2Fash&spotlightTagId=BestsellerId_clo%2Fash&srno=b_1_23&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.SHTGN54ZRGEFHDGW.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/r/9/n/xxl-patta-14-jai-textiles-original-imagn2fzpawqukgq.jpeg?q=70
"Pack of 4 Men Solid Round Neck Polyester Silver, Blue, Black, Grey T-Shirt",₹469,4,https://www.flipkart.com/ftx-solid-men-round-neck-silver-blue-black-grey-t-shirt/p/itm39275afebb5b2?pid=TSHGEMGVQZ2TS6MF&lid=LSTTSHGEMGVQZ2TS6MFIZ62F2&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_24&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.TSHGEMGVQZ2TS6MF.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/l3j2cnk0/t-shirt/2/w/p/l-723-2-5-7-8-ftx-original-imagemgrpafdug8v.jpeg?q=70
Men Solid Round Neck Cotton Blend Black T-Shirt,₹189,4,https://www.flipkart.com/london-hills-solid-men-round-neck-black-t-shirt/p/itmf5hmhfzgbwxtg?pid=TSHF5HGFMGJRNWKA&lid=LSTTSHF5HGFMGJRNWKA1RRF02&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_25&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.TSHF5HGFMGJRNWKA.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/kr58yvk0/t-shirt/c/n/k/m-r-hf-451-black-london-hills-original-imag4ztguqrkfsec.jpeg?q=70
Men Solid Polo Neck Cotton Blend (220 gsm) Green T-Shirt,₹299,4.1,https://www.flipkart.com/3bros-solid-men-polo-neck-green-t-shirt/p/itm7e860cbd6041c?pid=TSHGBAWVZNDGMFZP&lid=LSTTSHGBAWVZNDGMFZPXX9FCS&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_26&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.TSHGBAWVZNDGMFZP.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/t-shirt/9/1/o/m-db1024-42-3bros-original-imagz8zkvwjtayrs.jpeg?q=70
Men Regular Fit Solid Spread Collar Casual Shirt,"₹1,271",4.3,https://www.flipkart.com/u-s-polo-assn-men-solid-casual-beige-shirt/p/itm2c4ee5f26b83c?pid=SHTGJNX7YW3R2JFR&lid=LSTSHTGJNX7YW3R2JFRMBJEG7&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_27&otracker=browse&fm=organic&iid=en_faGXPB_O1njAlwdrmAgmHTXFyKaCyOre3RUckXHVk78tv5xrWXFx4pWV3UvRW3MZHOavD-sdhIOtlU2vmAPS5A%3D%3D&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/n/b/y/m-udsht0419-u-s-polo-assn-original-imagjnx6a9c47h8e.jpeg?q=70
Men Slim Fit Printed Spread Collar Casual Shirt,₹860,3.7,https://www.flipkart.com/mufti-men-printed-casual-brown-shirt/p/itm4b22afb69a07d?pid=SHTGFSXJBKZQRSHZ&lid=LSTSHTGFSXJBKZQRSHZVXKEJP&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_28&otracker=browse&fm=organic&iid=en_faGXPB_O1njAlwdrmAgmHTXFyKaCyOre3RUckXHVk7-69kfQU3NZkM5_poq9YpWpS47a3h4TzGLFvqCdjgp1BA%3D%3D&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/l51d30w0/shirt/w/a/n/xxl-mfs-12878-o-11-brown-mufti-original-imagfsxg4dbygz2d.jpeg?q=70
Men Slim Fit Striped Spread Collar Casual Shirt,₹399,3.9,https://www.flipkart.com/u-turn-men-striped-casual-pink-shirt/p/itm9ccf531ff0955?pid=SHTGJH3SYFGP2YHR&lid=LSTSHTGJH3SYFGP2YHR98PBEJ&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_29&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.SHTGJH3SYFGP2YHR.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/f/7/g/xxl-pink-1-otus-original-imagjg3gbywghznh.jpeg?q=70
"Men Colorblock Round Neck Cotton Blend Red, White, Blue T-Shirt",₹199,4,https://www.flipkart.com/ausk-colorblock-men-round-neck-red-white-blue-t-shirt/p/itmc6941f987e142?pid=TSHG3FHAJNYXTGGT&lid=LSTTSHG3FHAJNYXTGGTLBIDMP&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_30&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.TSHG3FHAJNYXTGGT.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/kp4difk0/t-shirt/r/q/n/xl-auskk-061-ausk-original-imag3fhatamvgrzp.jpeg?q=70
Men Regular Fit Checkered Spread Collar Casual Shirt,"₹1,324",3.8,https://www.flipkart.com/u-s-polo-assn-men-checkered-casual-blue-shirt/p/itm1536c29b56809?pid=SHTG94F5SWUCXFR3&lid=LSTSHTG94F5SWUCXFR3JP94RW&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_31&otracker=browse&fm=organic&iid=en_faGXPB_O1njAlwdrmAgmHTXFyKaCyOre3RUckXHVk7_be1kaY9THAitcpuIIO3x7XCzOQ0neVJbeWT-T15nqyA%3D%3D&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/kzfvzww0/shirt/l/3/m/m-usshto0810-u-s-polo-assn-original-imagbgbfjhuwbxju.jpeg?q=70
Men Regular Fit Solid Mandarin Collar Casual Shirt,₹395,3.9,https://www.flipkart.com/paul-jordan-men-solid-casual-white-shirt/p/itmba9b21c614612?pid=SHTG4J45ZNSCFQ7N&lid=LSTSHTG4J45ZNSCFQ7NJ6774Q&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_32&otracker=browse&fm=organic&iid=en_faGXPB_O1njAlwdrmAgmHTXFyKaCyOre3RUckXHVk79jxd4gezrV7nPrD7jOEeIWW0ZQmfUxRkOyaGU7Jl7sPw%3D%3D&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/g/p/5/xl-men-slim-fit-solid-mandarin-collar-casual-shirt-juhil-bazar-original-imag4h5nq6fjnpwy-bb.jpeg?q=70
"Men Striped Round Neck Cotton Blend Light Blue, Black T-Shirt",₹199,4,https://www.flipkart.com/ausk-striped-men-round-neck-light-blue-black-t-shirt/p/itm41b3bd6cd3267?pid=TSHGZBP8F85D6US3&lid=LSTTSHGZBP8F85D6US3JLYSWJ&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_33&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.TSHGZBP8F85D6US3.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/t-shirt/1/c/d/m-auk0166-ausk-original-imagzbp8nmczhvxg.jpeg?q=70
Men Regular Fit Solid Spread Collar Casual Shirt,₹379,4,https://www.flipkart.com/vebnor-men-solid-casual-dark-blue-shirt/p/itm2f5d1bc38c5f2?pid=SHTFXVZKDHWQXZGY&lid=LSTSHTFXVZKDHWQXZGYHBUR9S&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_34&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.SHTFXVZKDHWQXZGY.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/y/k/f/s-st2-vebnor-original-imagpv9agju57s8w.jpeg?q=70
Men Graphic Print Round Neck Cotton Blend Brown T-Shirt,₹499,3.4,https://www.flipkart.com/raya-closet-graphic-print-men-round-neck-brown-t-shirt/p/itma8256de3aee60?pid=TSHGRQ439ZYGJV8U&lid=LSTTSHGRQ439ZYGJV8UPFUJRM&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_35&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.TSHGRQ439ZYGJV8U.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/t-shirt/n/c/p/s-tshirt-depricablemen-raya-closet-original-imagrq2vqwnhxx9b.jpeg?q=70
"Men Striped Round Neck Cotton Blend Dark Blue, White T-Shirt",₹199,3.8,https://www.flipkart.com/blive-striped-men-round-neck-dark-blue-white-t-shirt/p/itm4117e9b595ec2?pid=TSHGY23HSX9P4HFP&lid=LSTTSHGY23HSX9P4HFP0YOEKR&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_36&otracker=browse&fm=organic&iid=5a80fc97-0d8d-49db-bbcc-b6ec199e4899.TSHGY23HSX9P4HFP.SEARCH&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/l3ys70w0/t-shirt/v/w/h/xl-bnvwtrn-z13-blive-original-imagey7qdmw725na.jpeg?q=70
Men Regular Fit Checkered Spread Collar Casual Shirt,"₹1,271",4.2,https://www.flipkart.com/u-s-polo-assn-men-checkered-casual-blue-pink-shirt/p/itm0555e4cf574ea?pid=SHTG7ZPB3HFHARH7&lid=LSTSHTG7ZPB3HFHARH7C3RCLI&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_37&otracker=browse&fm=organic&iid=en_faGXPB_O1njAlwdrmAgmHTXFyKaCyOre3RUckXHVk7_x9FlWnsLgZ6Iq5pnHpzL0dOG6485pNFYhm3oLj8nLWg%3D%3D&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/kulk9zk0/shirt/k/h/v/xxl-udshtd0029-u-s-polo-assn-original-imag7zp9zqv7dths.jpeg?q=70
Men Regular Fit Checkered Spread Collar Casual Shirt,"₹1,218",3.9,https://www.flipkart.com/u-s-polo-assn-men-checkered-casual-multicolor-shirt/p/itm15b0c0ca96df8?pid=SHTGGCY8G4BJDYBU&lid=LSTSHTGGCY8G4BJDYBUPJQGVN&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_38&otracker=browse&fm=organic&iid=en_faGXPB_O1njAlwdrmAgmHTXFyKaCyOre3RUckXHVk7-shhdxXBVAjqPPNGIOXjW2KiYiwcz4Ag63kWUYohMgHw%3D%3D&ppt=None&ppn=None&ssid=s62kpvpyuo0000001690642780763,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/s/u/o/3xl-usshto1084-u-s-polo-assn-original-imagnyyvh73wzj9g.jpeg?q=70
